invader_id,city_code,points,gt_lat,gt_lng,gt_source,confidence,n_street_signs,n_shop_signs,n_landmarks,n_building_numbers,n_metro_bus,n_other_clues,n_total_clues,has_district,has_postcode,has_address,reasoning_length,address_length,address_has_number,address_has_business,address_n_business,signs_total_business,geo_success,geo_lat,geo_lng,distance_to_center_km,distance_to_district_km,district_geocodes,city_coherent,error_km,error_class,best_address_guess,district,street_signs,shop_signs,landmarks
MPL_32,MPL,20,43.6106073396,3.8752159053,,HIGH,1,0,0,0,0,6,7,1,0,1,378,28,0,0,0,0,1,43.6102106,3.8751107,0.144,,0,1,0.0449,EXCELLENT,"Rue Bayle, 34000 Montpellier",Centre historique - Écusson,RUE BAYLE,,
BBO_26,BBO,50,43.2679855066,-2.9333402681,,HIGH,0,0,1,0,0,5,6,1,1,1,380,36,0,1,1,0,1,43.2684506,-2.9359182,0.611,1.104,1,1,0.215,GOOD,"Abandoibarra Etorbidea, 48009 Bilbao",Abando,,,Museo Guggenheim Bilbao
BBO_23,BBO,50,43.2679667309,-2.9334709121,,HIGH,0,0,1,0,0,5,6,1,1,1,497,39,1,1,1,1,1,43.2685734,-2.9342867,0.622,1.038,1,1,0.0944,EXCELLENT,"Abandoibarra Etorbidea, 2, 48009 Bilbao",Abando,,,Guggenheim Museum Bilbao
CAZ_14,CAZ,20,43.695587295,7.2734971638,,MEDIUM,0,0,1,0,0,5,6,1,1,1,467,28,0,1,1,0,1,43.2142732,5.5395954,0.147,,0,1,149.8375,FAR,"Place Baragnon, 13260 Cassis",Centre historique/port de Cassis,,,Arcade à colonnes avec voûtes en berceau
CAZ_16,CAZ,20,43.7376734488,7.4221604661,,HIGH,1,1,1,0,1,5,9,1,1,1,432,31,0,0,0,0,1,43.2341516,5.5523736,2.523,,0,1,160.8991,FAR,"Avenue de la Gare, 13260 Cassis",Centre-ville de Cassis,Gare S.N.C.F,ESCALIER DE LA COSTA,Gare S.N.C.F de Cassis
RA_34,RA,50,44.4195718097,12.2074433743,,MEDIUM,0,1,0,0,0,4,5,1,1,1,422,30,0,0,0,1,1,44.4186024,12.2046984,0.098,,0,1,0.2432,GOOD,"Viale Farini, 48121 Ravenna RA",Centro Storico,,Hotel Minerva,
RA_30,RA,30,44.4140254372,12.2055662247,,HIGH,0,0,1,0,0,5,6,1,1,1,408,29,0,0,0,0,1,44.4385504,12.169945,3.481,,0,1,3.9292,ZONE,"Via San Vitale, 48121 Ravenna",Centro Storico,,,Basilica di San Vitale
BTA_05,BTA,10,42.6965653108,9.4495664043,,MEDIUM,0,1,0,0,0,6,7,1,1,1,505,66,0,0,0,0,1,42.7029009,9.4512857,0.623,,0,1,0.7184,OK,"Rue du Chanoine Colombani ou rues adjacentes au Vieux-Port, Bastia",Centre-ville/Vieux-Port,,TABACS,
GNV_04,GNV,10,46.201205965,6.1393094177,,MEDIUM,0,2,0,0,0,5,7,1,0,1,446,20,0,0,0,0,1,46.209166,6.1450706,0.549,0.479,1,1,0.9899,OK,"Rue de Berne, Genève",Pâquis,,vins|LOUNGE,
BRN_23,BRN,10,46.948323189,7.4541259366,,LOW,0,0,0,0,0,3,3,1,0,1,452,14,0,0,0,0,1,46.9497013,7.4455316,0.236,0.0,1,1,0.6701,OK,"Altstadt, Bern",Altstadt,,,
MLGA_13,MLGA,20,36.7176858953,-4.4174297951,,HIGH,0,0,1,0,0,5,6,1,1,1,480,42,0,0,0,0,1,36.7186207,-4.4121635,0.876,24.456,1,1,0.4808,GOOD,"Muelle Uno, Puerto de Málaga, 29001 Málaga",Puerto de Málaga,,,Muelle Uno
BRC_01,BRC,20,41.3826818675,2.1676615436,,HIGH,0,1,1,0,0,5,7,1,1,1,397,50,0,1,1,0,1,41.3795176,2.1683678,0.749,0.0,1,1,0.3568,GOOD,"Carrer dels Àngels, près du MACBA, 08001 Barcelona",El Raval,,CONVENT DELS ÀNGELS,Convent dels Àngels
BRC_09,BRC,10,41.384700075,2.1815130806,,MEDIUM,0,0,0,0,0,5,5,1,0,1,609,38,0,1,1,0,1,41.3854992,2.1802756,0.575,,0,1,0.1362,GOOD,"Carrer de Montcada, El Born, Barcelona",El Born / Barri Gòtic,,,
AMI_04,AMI,30,49.8978217,2.3018282,,MEDIUM,0,0,0,1,0,8,9,1,0,1,460,48,1,0,0,0,0,,,,,0,1,,NO_GEO,"1 rue piétonne, Quartier Saint-Leu, 80000 Amiens",Quartier Saint-Leu,,,
AMI_09,AMI,20,49.8920913,2.3003694,,MEDIUM,1,1,0,0,0,4,6,1,0,1,341,28,0,0,0,0,1,49.8901004,2.3003831,0.553,,0,1,0.2214,GOOD,"Rue Émile Zola, 80000 Amiens",Centre-ville,RUE EMILE ZOLA,BRÉAL,
LSN_07,LSN,0,46.5201375179,6.6306233822,,MEDIUM,0,0,2,0,0,5,7,1,1,1,499,49,1,0,0,0,1,46.5211925,6.6280025,0.368,0.187,1,1,0.2323,GOOD,"Voie du Chariot, 1003 Lausanne (quartier du Flon)",Flon,,,Escaliers du Flon|Passerelle couverte
LSN_15,LSN,10,46.5225246932,6.6343909411,,MEDIUM,0,0,0,0,0,6,6,1,1,1,516,53,1,0,0,0,1,46.523581,6.6352987,0.489,,0,1,0.1365,GOOD,"Rue de la Madeleine ou Rue Cité-Devant, 1003 Lausanne",Vieille Ville / Centre historique,,,
FKF_09,FKF,30,49.8709660142,8.6233556159,,LOW,0,0,1,0,0,6,7,1,0,1,427,78,0,0,0,0,0,,,,,0,1,,NO_GEO,"Ostend, quartier moderne près du centre ou zone de développement urbain récent",Ostend (quartier moderne/zone commerciale ou institutionnelle),,,Bâtiment moderne avec architecture distinctive à façade jaune et grise
FKF_03,FKF,50,49.8717868269,8.6221561633,,LOW,0,0,0,0,0,4,4,1,0,1,395,55,0,0,0,0,1,50.1089604,8.6665875,1.127,0.0,1,1,26.5631,FAR,"Quartier de la gare centrale, Frankfurt Bahnhofsviertel",Bahnhofsviertel,,,
SL_14,SL,30,37.5631183941,126.9913813798,pnote,MEDIUM,0,2,0,0,0,4,6,1,0,1,397,35,0,0,0,0,1,37.55792,126.926135,4.67,0.843,1,1,5.7801,ZONE,"Quartier de Hongdae, Mapo-gu, Seoul",Hongdae,,도깨비|Theme[영],
SL_10,SL,20,37.57378057,126.98540943,pnote,MEDIUM,0,1,0,0,0,5,6,1,0,1,506,35,0,1,1,0,1,37.5638254,126.9799359,0.343,,0,1,1.2075,APPROX,"Myeongdong shopping district, Seoul",Gangnam ou Myeongdong (zone commerciale centrale),,natural,
VRN_09,VRN,10,25.3078361334,83.0099741284,,MEDIUM,0,1,0,1,0,7,9,1,0,1,526,62,0,1,1,1,1,25.3092414,83.0068406,2.766,,0,1,0.3516,GOOD,"Godowlia area, near Vishwanath Temple, Varanasi, Uttar Pradesh",Godowlia/Vishwanath Gali area,,SHREE Cafe,
VRN_10,VRN,30,25.3118179676,83.0133390139,,LOW,0,0,0,0,0,4,4,1,0,1,548,29,0,0,0,0,0,,,,,0,1,,NO_GEO,"Ghat area, Old City, Varanasi",Old City/Ghat area,,,
BRL_03,BRL,20,52.5206081984,13.4115812072,,HIGH,0,0,2,0,1,3,6,1,1,1,351,28,0,0,0,0,1,52.5239187,13.4127783,0.683,2.202,1,1,0.3769,GOOD,"Alexanderplatz, 10178 Berlin",Mitte,,,Alexanderplatz Bahnhof|Fernsehturm
BRL_08,BRL,20,52.5106807,13.419484,vision,MEDIUM,0,1,0,0,0,6,7,1,0,1,602,36,0,0,0,0,1,52.5110292,13.3977228,1.112,0.95,1,1,1.4732,APPROX,"Leipziger Straße, 10117 Berlin-Mitte",Mitte,,TRESOR,
ORLN_09,ORLN,50,47.89889,1.92081,,LOW,0,0,1,0,0,4,5,1,0,1,487,78,0,0,0,0,0,,,,,0,1,,NO_GEO,"Sous le pont de la rocade ou ligne ferroviaire, secteur sud ou ouest d'Orléans",Zone périphérique d'Orléans,,,Pont autoroutier ou ferroviaire
ORLN_05,ORLN,20,47.89996,1.9063,,MEDIUM,1,0,0,0,0,4,5,1,0,1,425,57,0,0,0,0,1,47.9024551,1.9034651,0.059,,0,1,0.3488,GOOD,"Place du Martroi ou rue adjacente, Centre-ville d'Orléans",Centre-ville historique,Pla...,,
MTB_02,MTB,10,44.018748044,1.3511829343,,MEDIUM,0,0,2,0,0,5,7,1,1,1,406,67,0,0,0,0,0,,,,,0,1,,NO_GEO,"Promenade des remparts, près du Jardin des Plantes, 82000 Montauban",Centre historique - Quartier des remparts,,,Tour fortifiée en briques|Remparts historiques de Montauban
MTB_03,MTB,10,44.0195376991,1.3503840732,,MEDIUM,0,0,1,0,0,5,6,1,1,1,449,61,0,0,0,0,1,44.0169425,1.3485408,0.333,5.572,1,1,0.324,GOOD,"Pont Vieux ou Pont des Consuls, Centre-ville, 82000 Montauban",Centre-ville de Montauban,,,Pont avec architecture en brique caractéristique
REUN_08,REUN,30,-20.8861442628,55.4333653727,,LOW,0,0,0,0,0,6,6,1,0,1,403,77,0,0,0,0,1,-20.88512,55.4503282,27.089,0.0,1,1,1.7659,APPROX,"Route en zone urbaine de Saint-Denis, probablement dans les hauts de la ville",Saint-Denis,,,
REUN_09,REUN,30,-21.1387814069,55.2948917197,pnote,LOW,0,0,0,0,0,7,7,1,0,1,425,71,0,0,0,0,0,,,,,0,1,,NO_GEO,"Zone côtière entre Saint-Paul et Saint-Leu, versant ouest de La Réunion",Zone côtière ouest de La Réunion,,,
TLS_08,TLS,30,43.6017574882,1.4394262709,,MEDIUM,0,1,0,0,0,6,7,1,0,1,498,35,0,0,0,1,1,43.5982179,1.4317025,1.238,,0,1,0.736,OK,"Place Saint-Cyprien, 31300 Toulouse",Centre-ville/Quartier Saint-Cyprien,,Café des Artistes,
TLS_06,TLS,20,43.6056649327,1.4442272748,,HIGH,2,4,0,0,0,3,9,1,0,1,373,57,0,0,0,1,1,43.6057366,1.4449651,0.131,,0,1,0.0599,EXCELLENT,"Angle rue Kennedy et rue adjacente, Toulouse centre-ville",Centre-ville,RUE KENNEDY|GENERAL KENNEDY,quets|L'ÉCURIE|HOTEL ALBERT 1er|MAISON DE LA CROIX,
AIX_01,AIX,10,43.5285840236,5.4431859342,,MEDIUM,0,0,0,0,0,9,9,1,1,1,547,67,0,0,0,0,0,,,,,0,1,,NO_GEO,"Rue des Tanneurs ou Rue du Cancel, Vieil Aix, 13100 Aix-en-Provence",Vieil Aix / Centre historique,,,
AIX_03,AIX,10,43.5273653439,5.4516721246,,MEDIUM,0,2,0,0,0,5,7,1,0,1,424,41,0,0,0,0,1,43.529632,5.4474058,0.008,,0,1,0.4264,GOOD,"Rue des Cordeliers, 13100 Aix-en-Provence",Centre-ville historique,,Lavarenne|MF,
BT_11,BT,40,27.4739354,89.6387223,vision,MEDIUM,0,1,1,0,0,5,7,1,0,1,521,27,0,0,0,0,1,27.4787567,89.6352835,0.851,0.838,1,1,0.6344,OK,"Norzin Lam, Thimphu, Bhutan",Thimphu,,Bhutan Post,Dzong visible sur la colline
BT_08,BT,40,27.4307674,89.412987,vision_district,MEDIUM,0,2,0,0,0,5,7,1,0,1,439,42,0,1,2,2,1,27.4713546,89.6336729,0.028,0.0,1,1,22.2389,FAR,"Zangling Restaurant & Bar, Thimphu, Bhutan",Thimphu,,ZANGLING RESTAURANT & BAR|C.M,
CAPF_04,CAPF,20,44.6223785756,-1.2472764881,,MEDIUM,0,0,0,0,0,6,6,1,1,1,524,40,0,0,0,0,1,44.6559962,-1.24545,2.265,1.3,1,1,3.7409,ZONE,"Avenue de l'Océan, 33950 Lège-Cap-Ferret",Cap Ferret centre,,,
CAPF_02,CAPF,20,44.655072976,-1.2540681393,,MEDIUM,0,0,0,0,0,7,7,1,1,1,381,61,0,0,0,0,1,44.6464231,-1.2548899,1.314,0.0,1,1,0.964,OK,"Rue principale du centre de Cap Ferret, 33950 Lège-Cap-Ferret",Cap Ferret centre,,,
MBSA_06,MBSA,10,-4.058748,39.6761668,vision_district,MEDIUM,0,2,0,0,0,3,5,1,0,1,402,31,0,0,0,0,1,-4.0635331,39.6777813,2.468,0.561,1,1,0.5614,OK,"Nkrumah Road, Old Town, Mombasa",Old Town,,MOMBASA RUBBER STAMP SERV.|JIH,
